core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,esri.arcgis.custom.Type,esri.arcgis.custom.alias,esri.arcgis.custom.defaultValue,esri.arcgis.custom.domain,esri.arcgis.custom.editable,esri.arcgis.custom.modelName,esri.arcgis.custom.nullable,core.Position
arcgis/CHhqcore/Livability/3/NonWhite_Assigned_Category,NonWhite_Assigned_Category,,,,FALSE,esriFieldTypeString,Non-White Assigned Category,,,,,,26
arcgis/CHhqcore/Livability/3/Data_Source,Data_Source,,,,FALSE,esriFieldTypeString,Data Source,,,,,,27
arcgis/CHhqcore/Livability/3/Data_Source_Link,Data_Source_Link,,,,FALSE,esriFieldTypeString,Data Source Link,,,,,,28
arcgis/CHhqcore/Livability/3/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,29
arcgis/CHhqcore/Livability/3/Shape.STArea(),Shape.STArea(),,,,FALSE,esriFieldTypeDouble,Shape.STArea(),,,,,,30
arcgis/CHhqcore/Livability/3/Shape.STLength(),Shape.STLength(),,,,FALSE,esriFieldTypeDouble,Shape.STLength(),,,,,,31
arcgis/CHhqcore/Livability/4/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqcore/Livability/4/Tract,Tract,,,,FALSE,esriFieldTypeDouble,Tract,,,,,,2
arcgis/CHhqcore/Livability/4/ZIP,ZIP,,,,FALSE,esriFieldTypeString,ZIP,,,,,,3
arcgis/CHhqcore/Livability/4/Population,Population,,,,FALSE,esriFieldTypeInteger,Population,,,,,,4
arcgis/CHhqcore/Livability/4/PopChar,PopChar,,,,FALSE,esriFieldTypeDouble,Pop. Characteristics,,,,,,5
arcgis/CHhqcore/Livability/4/Child_10,Child_10,,,,FALSE,esriFieldTypeDouble,Child_10,,,,,,6
arcgis/CHhqcore/Livability/4/Pop_10_64,Pop_10_64,,,,FALSE,esriFieldTypeDouble,Pop_10_64,,,,,,7
arcgis/CHhqcore/Livability/4/Elderly_65,Elderly_65,,,,FALSE,esriFieldTypeDouble,Elderly_65,,,,,,8
arcgis/CHhqcore/Livability/4/Hispanic,Hispanic,,,,FALSE,esriFieldTypeDouble,Hispanic,,,,,,9
arcgis/CHhqcore/Livability/4/White,White,,,,FALSE,esriFieldTypeDouble,White,,,,,,10
arcgis/CHhqcore/Livability/4/African_American,African_American,,,,FALSE,esriFieldTypeDouble,African_American,,,,,,11
arcgis/CHhqcore/Livability/4/Native_American,Native_American,,,,FALSE,esriFieldTypeDouble,Native_American,,,,,,12
arcgis/CHhqcore/Livability/4/Asian_American,Asian_American,,,,FALSE,esriFieldTypeDouble,Asian_American,,,,,,13
arcgis/CHhqcore/Livability/4/Pacific_Islander,Pacific_Islander,,,,FALSE,esriFieldTypeDouble,Pacific_Islander,,,,,,14
arcgis/CHhqcore/Livability/4/Other_Multiple,Other_Multiple,,,,FALSE,esriFieldTypeDouble,Other_Multiple,,,,,,15
arcgis/CHhqcore/Livability/4/County,County,,,,FALSE,esriFieldTypeString,County,,,,,,16
arcgis/CHhqcore/Livability/4/ApproxLoc,ApproxLoc,,,,FALSE,esriFieldTypeString,City,,,,,,17
arcgis/CHhqcore/Livability/4/Area_Sq_Miles_Census,Area_Sq_Miles_Census,,,,FALSE,esriFieldTypeDouble,Area_Sq_Miles,,,,,,18
arcgis/CHhqcore/Livability/4/Total_Traffic_Deaths,Total_Traffic_Deaths,,,,FALSE,esriFieldTypeInteger,Total_Traffic_Deaths,,,,,,19
arcgis/CHhqcore/Livability/4/Mean_Traffic_Deaths,Mean_Traffic_Deaths,,,,FALSE,esriFieldTypeDouble,Mean_Traffic_Deaths,,,,,,20
arcgis/CHhqcore/Livability/4/Std_Dev_Traffic_Deaths,Std_Dev_Traffic_Deaths,,,,FALSE,esriFieldTypeDouble,Std_Dev_Traffic_Deaths,,,,,,21
arcgis/CHhqcore/Livability/4/ZScore_Traffic_Deaths,ZScore_Traffic_Deaths,,,,FALSE,esriFieldTypeDouble,ZScore_Traffic_Deaths,,,,,,22
arcgis/CHhqcore/Livability/4/Traffic_Deaths_Comparative_Scor,Traffic_Deaths_Comparative_Scor,,,,FALSE,esriFieldTypeDouble,Traffic_Deaths_Comparative_Score,,,,,,23
arcgis/CHhqcore/Livability/4/Traffic_Deaths_Comparative_Perc,Traffic_Deaths_Comparative_Perc,,,,FALSE,esriFieldTypeString,Traffic Deaths Comparative Percentage,,,,,,24
arcgis/CHhqcore/Livability/4/Traffic_Deaths_Assigned_Categor,Traffic_Deaths_Assigned_Categor,,,,FALSE,esriFieldTypeString,Traffic Deaths Assigned Category,,,,,,25
arcgis/CHhqcore/Livability/4/Data_Source,Data_Source,,,,FALSE,esriFieldTypeString,Data Source,,,,,,26
arcgis/CHhqcore/Livability/4/Data_Source_Link,Data_Source_Link,,,,FALSE,esriFieldTypeString,Data Source Link,,,,,,27
arcgis/CHhqcore/Livability/4/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,28
arcgis/CHhqcore/Livability/4/Shape.STArea(),Shape.STArea(),,,,FALSE,esriFieldTypeDouble,Shape.STArea(),,,,,,29
arcgis/CHhqcore/Livability/4/Shape.STLength(),Shape.STLength(),,,,FALSE,esriFieldTypeDouble,Shape.STLength(),,,,,,30
arcgis/CHhqenvi/DEA_Air_Quality/0/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_Air_Quality/0/NAME,NAME,,,,FALSE,esriFieldTypeString,NAME,,,True,NAME,True,2
arcgis/CHhqenvi/DEA_Air_Quality/0/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DIST_TYPE,,,True,DIST_TYPE,True,3
arcgis/CHhqenvi/DEA_Air_Quality/0/STREET,STREET,,,,FALSE,esriFieldTypeString,STREET,,,True,STREET,True,4
arcgis/CHhqenvi/DEA_Air_Quality/0/CITY_ZIP,CITY_ZIP,,,,FALSE,esriFieldTypeString,CITY_ZIP,,,True,CITY_ZIP,True,5
arcgis/CHhqenvi/DEA_Air_Quality/0/PHONE,PHONE,,,,FALSE,esriFieldTypeString,PHONE,,,True,PHONE,True,6
arcgis/CHhqenvi/DEA_Air_Quality/0/WEBURL,WEBURL,,,,FALSE,esriFieldTypeString,WEBURL,,,True,WEBURL,True,7
arcgis/CHhqenvi/DEA_Air_Quality/0/Shape__Area,Shape__Area,,,,FALSE,esriFieldTypeDouble,Shape.STArea(),,,False,Shape.STArea(),True,8
arcgis/CHhqenvi/DEA_Air_Quality/0/Shape__Length,Shape__Length,,,,FALSE,esriFieldTypeDouble,Shape.STLength(),,,False,Shape.STLength(),True,9
arcgis/CHhqenvi/DEA_Air_Quality/1/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_Air_Quality/1/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,True,CO_NAME,True,2
arcgis/CHhqenvi/DEA_Air_Quality/1/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN NAME,,,True,BASIN_NAME,True,3
arcgis/CHhqenvi/DEA_Air_Quality/1/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,True,DIS_NAME,True,4
arcgis/CHhqenvi/DEA_Air_Quality/1/PM10_DESIG,PM10_DESIG,,,,FALSE,esriFieldTypeString,PM10 DESIGNATION,,,True,PM10_DESIG,True,5
arcgis/CHhqenvi/DEA_Air_Quality/2/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_Air_Quality/2/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,True,CO_NAME,True,2
arcgis/CHhqenvi/DEA_Air_Quality/2/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN_NAME,,,True,BASIN_NAME,True,3
arcgis/CHhqenvi/DEA_Air_Quality/2/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,True,DIS_NAME,True,4
arcgis/CHhqenvi/DEA_Air_Quality/2/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DISTRICT TYPE,,,True,DIST_TYPE,True,5
arcgis/CHhqenvi/DEA_Air_Quality/2/PM_25,PM_25,,,,FALSE,esriFieldTypeString,PM 25 DESIGNATION,,,True,PM_25,True,6
arcgis/CHhqenvi/DEA_Air_Quality/3/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_Air_Quality/3/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,True,CO_NAME,True,2
arcgis/CHhqenvi/DEA_Air_Quality/3/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN_NAME,,,True,BASIN_NAME,True,3
arcgis/CHhqenvi/DEA_Air_Quality/3/CO_DESIGNA,CO_DESIGNA,,,,FALSE,esriFieldTypeString,CO_DESIGNATION,,,True,CO_DESIGNA,True,4
arcgis/CHhqenvi/DEA_Air_Quality/4/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_Air_Quality/4/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,True,CO_NAME,True,2
arcgis/CHhqenvi/DEA_Air_Quality/4/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN NAME,,,True,BASIN_NAME,True,3
arcgis/CHhqenvi/DEA_Air_Quality/4/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,True,DIS_NAME,True,4
arcgis/CHhqenvi/DEA_Air_Quality/4/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DISTRICT TYPE,,,True,DIST_TYPE,True,5
arcgis/CHhqenvi/DEA_Air_Quality/4/Desig,Desig,,,,FALSE,esriFieldTypeString,SULFATE_DESIGNATION,,,True,Desig,True,6
arcgis/CHhqenvi/DEA_Air_Quality/5/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_Air_Quality/5/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,True,CO_NAME,True,2
arcgis/CHhqenvi/DEA_Air_Quality/5/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,True,DIS_NAME,True,3
arcgis/CHhqenvi/DEA_Air_Quality/5/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DISTRICTTYPE,,,True,DIST_TYPE,True,4
arcgis/CHhqenvi/DEA_Air_Quality/5/HYDO_SULF_,HYDO_SULF_,,,,FALSE,esriFieldTypeString,H2S,,,True,HYDO_SULF_,True,5
arcgis/CHhqenvi/DEA_Air_Quality/0/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_Air_Quality/0/NAME,NAME,,,,FALSE,esriFieldTypeString,NAME,,,,,,2
arcgis/CHhqenvi/DEA_Air_Quality/0/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DIST_TYPE,,,,,,3
arcgis/CHhqenvi/DEA_Air_Quality/0/STREET,STREET,,,,FALSE,esriFieldTypeString,STREET,,,,,,4
arcgis/CHhqenvi/DEA_Air_Quality/0/CITY_ZIP,CITY_ZIP,,,,FALSE,esriFieldTypeString,CITY_ZIP,,,,,,5
arcgis/CHhqenvi/DEA_Air_Quality/0/PHONE,PHONE,,,,FALSE,esriFieldTypeString,PHONE,,,,,,6
arcgis/CHhqenvi/DEA_Air_Quality/0/WEBURL,WEBURL,,,,FALSE,esriFieldTypeString,WEBURL,,,,,,7
arcgis/CHhqenvi/DEA_Air_Quality/0/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,8
arcgis/CHhqenvi/DEA_Air_Quality/0/Shape.STArea(),Shape.STArea(),,,,FALSE,esriFieldTypeDouble,Shape.STArea(),,,,,,9
arcgis/CHhqenvi/DEA_Air_Quality/0/Shape.STLength(),Shape.STLength(),,,,FALSE,esriFieldTypeDouble,Shape.STLength(),,,,,,10
arcgis/CHhqenvi/DEA_Air_Quality/1/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_Air_Quality/1/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,,,,2
arcgis/CHhqenvi/DEA_Air_Quality/1/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN NAME,,,,,,3
arcgis/CHhqenvi/DEA_Air_Quality/1/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,,,,4
arcgis/CHhqenvi/DEA_Air_Quality/1/PM10_DESIG,PM10_DESIG,,,,FALSE,esriFieldTypeString,PM10 DESIGNATION,,,,,,5
arcgis/CHhqenvi/DEA_Air_Quality/1/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,6
arcgis/CHhqenvi/DEA_Air_Quality/2/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_Air_Quality/2/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,,,,2
arcgis/CHhqenvi/DEA_Air_Quality/2/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN_NAME,,,,,,3
arcgis/CHhqenvi/DEA_Air_Quality/2/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,,,,4
arcgis/CHhqenvi/DEA_Air_Quality/2/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DISTRICT TYPE,,,,,,5
arcgis/CHhqenvi/DEA_Air_Quality/2/PM_25,PM_25,,,,FALSE,esriFieldTypeString,PM 25 DESIGNATION,,,,,,6
arcgis/CHhqenvi/DEA_Air_Quality/2/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,7
arcgis/CHhqenvi/DEA_Air_Quality/3/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_Air_Quality/3/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,,,,2
arcgis/CHhqenvi/DEA_Air_Quality/3/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN_NAME,,,,,,3
arcgis/CHhqenvi/DEA_Air_Quality/3/CO_DESIGNA,CO_DESIGNA,,,,FALSE,esriFieldTypeString,CO_DESIGNATION,,,,,,4
arcgis/CHhqenvi/DEA_Air_Quality/3/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,5
arcgis/CHhqenvi/DEA_Air_Quality/4/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_Air_Quality/4/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,,,,2
arcgis/CHhqenvi/DEA_Air_Quality/4/BASIN_NAME,BASIN_NAME,,,,FALSE,esriFieldTypeString,BASIN NAME,,,,,,3
arcgis/CHhqenvi/DEA_Air_Quality/4/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,,,,4
arcgis/CHhqenvi/DEA_Air_Quality/4/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DISTRICT TYPE,,,,,,5
arcgis/CHhqenvi/DEA_Air_Quality/4/Desig,Desig,,,,FALSE,esriFieldTypeString,SULFATE_DESIGNATION,,,,,,6
arcgis/CHhqenvi/DEA_Air_Quality/4/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,7
arcgis/CHhqenvi/DEA_Air_Quality/5/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_Air_Quality/5/CO_NAME,CO_NAME,,,,FALSE,esriFieldTypeString,COUNTY,,,,,,2
arcgis/CHhqenvi/DEA_Air_Quality/5/DIS_NAME,DIS_NAME,,,,FALSE,esriFieldTypeString,DISTRICT NAME,,,,,,3
arcgis/CHhqenvi/DEA_Air_Quality/5/DIST_TYPE,DIST_TYPE,,,,FALSE,esriFieldTypeString,DISTRICTTYPE,,,,,,4
arcgis/CHhqenvi/DEA_Air_Quality/5/HYDO_SULF_,HYDO_SULF_,,,,FALSE,esriFieldTypeString,H2S,,,,,,5
arcgis/CHhqenvi/DEA_Air_Quality/5/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,6
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/0/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/0/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/1/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/1/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/2/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/2/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/3/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/3/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/4/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/4/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/5/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/5/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/6/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/6/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/7/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/7/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/8/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/8/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,True,DEPTH_FT,True,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/0/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/0/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/0/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/1/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/1/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/1/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/2/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/2/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/2/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/3/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/3/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/3/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/4/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/4/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/4/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/5/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/5/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/5/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/6/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/6/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/6/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/7/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/7/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/7/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/8/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,,,,1
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/8/DEPTH_FT,DEPTH_FT,,,,FALSE,esriFieldTypeString,DEPTH_FT,,,,,,2
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR/8/Shape,Shape,,,,FALSE,esriFieldTypeGeometry,Shape,,,,,,3
arcgis/CHhqenvi/DEA_BCDC_SLR/0/OBJECTID,OBJECTID,,,,FALSE,esriFieldTypeOID,OBJECTID,,,False,OBJECTID,False,1
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Class,Class,,,,FALSE,esriFieldTypeString,Class,,,True,Class,True,2
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Transporta,Transporta,,,,FALSE,esriFieldTypeString,Transporta,,,True,Transporta,True,3
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Fortified,Fortified,,,,FALSE,esriFieldTypeString,Fortified,,,True,Fortified,True,4
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Frontage,Frontage,,,,FALSE,esriFieldTypeString,Frontage,,,True,Frontage,True,5
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Bayshore_D,Bayshore_D,,,,FALSE,esriFieldTypeString,Bayshore_D,,,True,Bayshore_D,True,6
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Agency_Des,Agency_Des,,,,FALSE,esriFieldTypeString,Agency_Des,,,True,Agency_Des,True,7
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Agency_D_1,Agency_D_1,,,,FALSE,esriFieldTypeString,Agency_D_1,,,True,Agency_D_1,True,8
arcgis/CHhqenvi/DEA_BCDC_SLR/0/FEMA_Accre,FEMA_Accre,,,,FALSE,esriFieldTypeDate,FEMA_Accre,,,True,FEMA_Accre,True,9
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Primary_Ma,Primary_Ma,,,,FALSE,esriFieldTypeString,Primary_Ma,,,True,Primary_Ma,True,10
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Geographic,Geographic,,,,FALSE,esriFieldTypeString,Geographic,,,True,Geographic,True,11
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Public_Pri,Public_Pri,,,,FALSE,esriFieldTypeString,Public_Pri,,,True,Public_Pri,True,12
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Owner_Deta,Owner_Deta,,,,FALSE,esriFieldTypeString,Owner_Deta,,,True,Owner_Deta,True,13
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Maintained,Maintained,,,,FALSE,esriFieldTypeString,Maintained,,,True,Maintained,True,14
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Additional,Additional,,,,FALSE,esriFieldTypeString,Additional,,,True,Additional,True,15
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Comments_,Comments_,,,,FALSE,esriFieldTypeString,Comments_,,,True,Comments_,True,16
arcgis/CHhqenvi/DEA_BCDC_SLR/0/OT_suppres,OT_suppres,,,,FALSE,esriFieldTypeString,OT_suppres,,,True,OT_suppres,True,17
arcgis/CHhqenvi/DEA_BCDC_SLR/0/OT_ft,OT_ft,,,,FALSE,esriFieldTypeDouble,OT_ft,,,True,OT_ft,True,18
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Shape_Leng,Shape_Leng,,,,FALSE,esriFieldTypeDouble,Shape_Leng,,,True,Shape_Leng,True,19
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Accredited,Accredited,,,,FALSE,esriFieldTypeString,Accredited,,,True,Accredited,True,20
arcgis/CHhqenvi/DEA_BCDC_SLR/0/Cover,Cover,,,,FALSE,esriFieldTypeString,Cover,,,True,Cover,True,21
