core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,esri.arcgis.custom.Copyright,esri.arcgis.custom.HasVersionedData,esri.arcgis.custom.MaxRecordCount,esri.arcgis.custom.hasArchivedData,esri.arcgis.custom.supportedQueryFormats,esri.arcgis.custom.supportsQueryDataElements,esri.arcgis.custom.type,esri.arcgis.custom.units,core.technicalDescription,esri.arcgis.custom.restServicesLink
arcgis/CHhqcore/Livability,CHhqcore/Livability,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Livability/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Livability/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Livability/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Air_Quality,CHhqenvi/DEA_Air_Quality,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Air_Quality/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Air_Quality/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Air_Quality/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Originally developed by Teale Data Center GIS Lab; updated by California Air Resources Board, June 2004.",False,2000,False,JSON,True,,esriMeters,Air Quality Layers,
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR,CHhqenvi/DEA_BCDC_polygon_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_polygon_SLR/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_polygon_SLR/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_polygon_SLR/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_BCDC_SLR,CHhqenvi/DEA_BCDC_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_SLR/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_SLR/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_SLR/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,SF Bay Conservation and Development Commission,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Bridge_Historical_Significance,CHhqenvi/DEA_Bridge_Historical_Significance,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Bridge_Historical_Significance/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Bridge_Historical_Significance/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Bridge_Historical_Significance/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,Caltrans Structure Maintenance & Investigations (SM&I),False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_CalWater_Boundaries,CHhqenvi/DEA_CalWater_Boundaries,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CalWater_Boundaries/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CalWater_Boundaries/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CalWater_Boundaries/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_CEHC,CHhqenvi/DEA_CEHC,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CEHC/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CEHC/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CEHC/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Spencer, W.D., P. Beier, K. Penrod, K. Winters, C. Paulman, H. Rustigian-Romsos, J. Strittholt, M. Parisi, and A. Pettler. 2010. California Essential Habitat Connectivity Project: A Strategy for Conserving a Connected California. Prepared for California Department of Transportation, California Department of Fish and Game, and Federal Highways Administration.",False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Cliff_Erosion,CHhqenvi/DEA_Cliff_Erosion,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Cliff_Erosion/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Cliff_Erosion/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Cliff_Erosion/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch ",False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Coastal_Zone_Boundary,CHhqenvi/DEA_Coastal_Zone_Boundary,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Coastal_Zone_Boundary/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Coastal_Zone_Boundary/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Coastal_Zone_Boundary/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,California Coastal Commission,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_CoSMoS_Cliff_Retreat,CHhqenvi/DEA_CoSMoS_Cliff_Retreat,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CoSMoS_Cliff_Retreat/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CoSMoS_Cliff_Retreat/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CoSMoS_Cliff_Retreat/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Delta_SLR,CHhqenvi/DEA_Delta_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Delta_SLR/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Delta_SLR/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Delta_SLR/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch ",False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_EPA_Region9,CHhqenvi/DEA_EPA_Region9,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_EPA_Region9/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_EPA_Region9/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_EPA_Region9/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,U.S. EPA from (C) 1984-2007 Tele Atlas(R).,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Hydrologic_Unit_Codes,CHhqenvi/DEA_Hydrologic_Unit_Codes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Hydrologic_Unit_Codes/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Hydrologic_Unit_Codes/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Hydrologic_Unit_Codes/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"Funding for the Watershed Boundary Dataset (WBD) was provided by the USDA-NRCS, USGS and EPA along with other federal, state and local agencies. Representatives from many agencies contributed a substantial amount of time and salary towards quality review and updating of the dataset in order to meet the WBD Standards. Acknowledgment of the originating agencies would be appreciated in products derived from these data. See dataset specific metadata for further information",False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Mineral_Hazard,CHhqenvi/DEA_Mineral_Hazard,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Mineral_Hazard/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Mineral_Hazard/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Mineral_Hazard/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,Report by Chris T. Higgins and Ronald K. Churchill. These layers were created by the California Department of Conservation for Caltrans in 2019,False,2000,False,JSON,True,,esriMeters,Contains sets of ArcGIS feature classes prepared by the California Geological Survey under contract to the California Department of Transportation (Caltrans). The feature classes present data and information on potential mineral hazards that may be present in all twelve districts under Caltrans jurisdiction.Thirteen statewide feature classes have been compiled from the individual feature classes prepared during district studies that were previously submitted to Caltrans.,
arcgis/CHhqenvi/DEA_National_Register_Locations,CHhqenvi/DEA_National_Register_Locations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_National_Register_Locations/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_National_Register_Locations/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_National_Register_Locations/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_Postmiles,CHhqenvi/DEA_Postmiles,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Postmiles/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Postmiles/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Postmiles/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqenvi/DEA_USFWS_region8,CHhqenvi/DEA_USFWS_region8,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_USFWS_region8/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_USFWS_region8/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_USFWS_region8/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,"US Fish and Wildlife Service, Sacramento Fish and Wildlife Office (FWO) - developed and maintains final integrated boundary",False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqsafe/BPMT,CHhqsafe/BPMT,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPMT/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPMT/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPMT/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqsafe/BPSI_Areas,CHhqsafe/BPSI_Areas,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPSI_Areas/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPSI_Areas/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPSI_Areas/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHhqsafe/Land_Hex,CHhqsafe/Land_Hex,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/Land_Hex/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/Land_Hex/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/Land_Hex/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Amtrak_Bus_Routes,CHrailroad/Amtrak_Bus_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Routes/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Routes/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Routes/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Amtrak_Bus_Stations,CHrailroad/Amtrak_Bus_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Stations/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Stations/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Stations/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/CA_HQ_Transit_Areas,CHrailroad/CA_HQ_Transit_Areas,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Areas/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Areas/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Areas/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,California Department of Transportation,False,2000,False,JSON,True,,esriMeters,"Use GTFS schedule trips, stop_times, shapes, and stops to estimate whether corridor segments have scheduled frequencies of 15 minutes or less.",
arcgis/CHrailroad/CA_HQ_Transit_Stops,CHrailroad/CA_HQ_Transit_Stops,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Stops/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Stops/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Stops/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,"Use GTFS schedule trips, stop_times, shapes, and stops to estimate whether corridor segments have scheduled headways of 20 minutes or less.",
arcgis/CHrailroad/CA_Transit_Routes,CHrailroad/CA_Transit_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Routes/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Routes/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Routes/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,Provide compiled GTFS schedule data in geospatial format. Transit routes associates route information to shapes. Transit stops associates aggregated stop times and route information aggregated for each stops.,
arcgis/CHrailroad/CA_Transit_Stops,CHrailroad/CA_Transit_Stops,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Stops/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Stops/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Stops/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,"Use GTFS schedule trips, stop_times, shapes, and stops to estimate whether corridor segments have scheduled headways of 20 minutes or less.",
arcgis/CHrailroad/California_Rail_Network,CHrailroad/California_Rail_Network,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Network/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Network/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Network/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/California_Rail_Stations,CHrailroad/California_Rail_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Stations/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Stations/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Stations/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Freight_Classification_Yards,CHrailroad/Freight_Classification_Yards,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Classification_Yards/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Classification_Yards/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Classification_Yards/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Freight_Intermodal_Facilities,CHrailroad/Freight_Intermodal_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Intermodal_Facilities/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Intermodal_Facilities/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Intermodal_Facilities/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Highway_Rail_Crossing,CHrailroad/Highway_Rail_Crossing,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Highway_Rail_Crossing/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Highway_Rail_Crossing/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Highway_Rail_Crossing/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Maintenance_Facilities,CHrailroad/Maintenance_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Maintenance_Facilities/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Maintenance_Facilities/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Maintenance_Facilities/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Major_Traffic_Generators,CHrailroad/Major_Traffic_Generators,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Major_Traffic_Generators/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Major_Traffic_Generators/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Major_Traffic_Generators/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Rail_Commuter_Routes,CHrailroad/Rail_Commuter_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Routes/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Routes/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Routes/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Rail_Commuter_Stations,CHrailroad/Rail_Commuter_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Stations/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Stations/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Stations/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Rail_Intercity_Routes,CHrailroad/Rail_Intercity_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Routes/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Routes/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Routes/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
arcgis/CHrailroad/Rail_Intercity_Stations,CHrailroad/Rail_Intercity_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Stations/FeatureServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Stations/FeatureServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Stations/FeatureServer/query"">ArcGIS Query Link</a",,,FALSE,,False,2000,False,JSON,True,,esriMeters,,
