core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,esri.arcgis.custom.Copyright,esri.arcgis.custom.HasVersionedData,esri.arcgis.custom.MaxRecordCount,esri.arcgis.custom.hasArchivedData,esri.arcgis.custom.supportedQueryFormats,esri.arcgis.custom.supportsQueryDataElements,esri.arcgis.custom.type,esri.arcgis.custom.units,core.technicalDescription,esri.arcgis.custom.restServicesLink
arcgis/CHhighway/SHN_Postmiles_Tenth,CHhighway/SHN_Postmiles_Tenth,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Postmiles_Tenth/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Postmiles_Tenth/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/SHN_Postmiles_Tenth/MapServer/query"">ArcGIS Query Link</a",,,FALSE,California Department of Transportation (Caltrans),,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhighway/State_Highway_Bridges,CHhighway/State_Highway_Bridges,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/State_Highway_Bridges/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/State_Highway_Bridges/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/State_Highway_Bridges/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhighway/Traffic_AADT,CHhighway/Traffic_AADT,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Traffic_AADT/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Traffic_AADT/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Traffic_AADT/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriDecimalDegrees,,
arcgis/CHhighway/Truck_Network,CHhighway/Truck_Network,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Network/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Network/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Network/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhighway/Truck_Volumes_AADT,CHhighway/Truck_Volumes_AADT,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Volumes_AADT/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Volumes_AADT/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Truck_Volumes_AADT/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriDecimalDegrees,,
arcgis/CHhighway/Vehicle_Enforcement_Facilities,CHhighway/Vehicle_Enforcement_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vehicle_Enforcement_Facilities/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vehicle_Enforcement_Facilities/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vehicle_Enforcement_Facilities/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriDecimalDegrees,,
arcgis/CHhighway/Vistas,CHhighway/Vistas,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vistas/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vistas/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Vistas/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqcore/Economic_Opportunity,CHhqcore/Economic_Opportunity,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Economic_Opportunity/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Economic_Opportunity/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Economic_Opportunity/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqcore/Environmental_Health,CHhqcore/Environmental_Health,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Environmental_Health/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Environmental_Health/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Environmental_Health/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqcore/Livability,CHhqcore/Livability,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Livability/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Livability/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqcore/Livability/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Air_Quality,CHhqenvi/DEA_Air_Quality,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Air_Quality/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Air_Quality/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Air_Quality/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Originally developed by Teale Data Center GIS Lab; updated by California Air Resources Board, June 2004.",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,Air Quality Layers,
arcgis/CHhqenvi/DEA_BCDC_polygon_SLR,CHhqenvi/DEA_BCDC_polygon_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_polygon_SLR/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_polygon_SLR/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_polygon_SLR/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_BCDC_SLR,CHhqenvi/DEA_BCDC_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_SLR/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_SLR/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_BCDC_SLR/MapServer/query"">ArcGIS Query Link</a",,,FALSE,SF Bay Conservation and Development Commission,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Bridge_Historical_Significance,CHhqenvi/DEA_Bridge_Historical_Significance,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Bridge_Historical_Significance/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Bridge_Historical_Significance/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Bridge_Historical_Significance/MapServer/query"">ArcGIS Query Link</a",,,FALSE,Caltrans Structure Maintenance & Investigations (SM&I),,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_CalWater_Boundaries,CHhqenvi/DEA_CalWater_Boundaries,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CalWater_Boundaries/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CalWater_Boundaries/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CalWater_Boundaries/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_CEHC,CHhqenvi/DEA_CEHC,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CEHC/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CEHC/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CEHC/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Spencer, W.D., P. Beier, K. Penrod, K. Winters, C. Paulman, H. Rustigian-Romsos, J. Strittholt, M. Parisi, and A. Pettler. 2010. California Essential Habitat Connectivity Project: A Strategy for Conserving a Connected California. Prepared for California Department of Transportation, California Department of Fish and Game, and Federal Highways Administration.",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Cliff_Erosion,CHhqenvi/DEA_Cliff_Erosion,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Cliff_Erosion/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Cliff_Erosion/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Cliff_Erosion/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch ",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Coastal_Zone_Boundary,CHhqenvi/DEA_Coastal_Zone_Boundary,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Coastal_Zone_Boundary/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Coastal_Zone_Boundary/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Coastal_Zone_Boundary/MapServer/query"">ArcGIS Query Link</a",,,FALSE,California Coastal Commission,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_CoSMoS_Cliff_Retreat,CHhqenvi/DEA_CoSMoS_Cliff_Retreat,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CoSMoS_Cliff_Retreat/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CoSMoS_Cliff_Retreat/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_CoSMoS_Cliff_Retreat/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Delta_SLR,CHhqenvi/DEA_Delta_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Delta_SLR/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Delta_SLR/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Delta_SLR/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch ",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_EPA_Region9,CHhqenvi/DEA_EPA_Region9,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_EPA_Region9/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_EPA_Region9/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_EPA_Region9/MapServer/query"">ArcGIS Query Link</a",,,FALSE,U.S. EPA from (C) 1984-2007 Tele Atlas(R).,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Hydrologic_Unit_Codes,CHhqenvi/DEA_Hydrologic_Unit_Codes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Hydrologic_Unit_Codes/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Hydrologic_Unit_Codes/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Hydrologic_Unit_Codes/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Funding for the Watershed Boundary Dataset (WBD) was provided by the USDA-NRCS, USGS and EPA along with other federal, state and local agencies. Representatives from many agencies contributed a substantial amount of time and salary towards quality review and updating of the dataset in order to meet the WBD Standards. Acknowledgment of the originating agencies would be appreciated in products derived from these data. See dataset specific metadata for further information",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Mineral_Hazard,CHhqenvi/DEA_Mineral_Hazard,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Mineral_Hazard/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Mineral_Hazard/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Mineral_Hazard/MapServer/query"">ArcGIS Query Link</a",,,FALSE,Report by Chris T. Higgins and Ronald K. Churchill. These layers were created by the California Department of Conservation for Caltrans in 2019,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,Contains sets of ArcGIS feature classes prepared by the California Geological Survey under contract to the California Department of Transportation (Caltrans). The feature classes present data and information on potential mineral hazards that may be present in all twelve districts under Caltrans jurisdiction.Thirteen statewide feature classes have been compiled from the individual feature classes prepared during district studies that were previously submitted to Caltrans.,
arcgis/CHhqenvi/DEA_National_Register_Locations,CHhqenvi/DEA_National_Register_Locations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_National_Register_Locations/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_National_Register_Locations/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_National_Register_Locations/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_Postmiles,CHhqenvi/DEA_Postmiles,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Postmiles/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Postmiles/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_Postmiles/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqenvi/DEA_USFWS_region8,CHhqenvi/DEA_USFWS_region8,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_USFWS_region8/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_USFWS_region8/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqenvi/DEA_USFWS_region8/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"US Fish and Wildlife Service, Sacramento Fish and Wildlife Office (FWO) - developed and maintains final integrated boundary",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqsafe/BPMT,CHhqsafe/BPMT,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPMT/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPMT/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPMT/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqsafe/BPSI_Areas,CHhqsafe/BPSI_Areas,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPSI_Areas/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPSI_Areas/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/BPSI_Areas/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHhqsafe/Land_Hex,CHhqsafe/Land_Hex,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/Land_Hex/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/Land_Hex/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhqsafe/Land_Hex/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Amtrak_Bus_Routes,CHrailroad/Amtrak_Bus_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Routes/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Routes/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Routes/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Amtrak_Bus_Stations,CHrailroad/Amtrak_Bus_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Stations/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Stations/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Amtrak_Bus_Stations/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/CA_HQ_Transit_Areas,CHrailroad/CA_HQ_Transit_Areas,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Areas/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Areas/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Areas/MapServer/query"">ArcGIS Query Link</a",,,FALSE,California Department of Transportation,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,"Use GTFS schedule trips, stop_times, shapes, and stops to estimate whether corridor segments have scheduled frequencies of 15 minutes or less.",
arcgis/CHrailroad/CA_HQ_Transit_Stops,CHrailroad/CA_HQ_Transit_Stops,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Stops/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Stops/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_HQ_Transit_Stops/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,"Use GTFS schedule trips, stop_times, shapes, and stops to estimate whether corridor segments have scheduled headways of 20 minutes or less.",
arcgis/CHrailroad/CA_Transit_Routes,CHrailroad/CA_Transit_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Routes/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Routes/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Routes/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,Provide compiled GTFS schedule data in geospatial format. Transit routes associates route information to shapes. Transit stops associates aggregated stop times and route information aggregated for each stops.,
arcgis/CHrailroad/CA_Transit_Stops,CHrailroad/CA_Transit_Stops,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Stops/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Stops/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/CA_Transit_Stops/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,"Use GTFS schedule trips, stop_times, shapes, and stops to estimate whether corridor segments have scheduled headways of 20 minutes or less.",
arcgis/CHrailroad/California_Rail_Network,CHrailroad/California_Rail_Network,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Network/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Network/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Network/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/California_Rail_Stations,CHrailroad/California_Rail_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Stations/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Stations/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/California_Rail_Stations/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
