core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,esri.arcgis.custom.Copyright,esri.arcgis.custom.HasVersionedData,esri.arcgis.custom.MaxRecordCount,esri.arcgis.custom.hasArchivedData,esri.arcgis.custom.supportedQueryFormats,esri.arcgis.custom.supportsQueryDataElements,esri.arcgis.custom.type,esri.arcgis.custom.units,core.technicalDescription,esri.arcgis.custom.restServicesLink
arcgis/CHrailroad/Freight_Classification_Yards,CHrailroad/Freight_Classification_Yards,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Classification_Yards/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Classification_Yards/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Classification_Yards/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Freight_Intermodal_Facilities,CHrailroad/Freight_Intermodal_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Intermodal_Facilities/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Intermodal_Facilities/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Freight_Intermodal_Facilities/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Highway_Rail_Crossing,CHrailroad/Highway_Rail_Crossing,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Highway_Rail_Crossing/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Highway_Rail_Crossing/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Highway_Rail_Crossing/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Maintenance_Facilities,CHrailroad/Maintenance_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Maintenance_Facilities/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Maintenance_Facilities/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Maintenance_Facilities/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Major_Traffic_Generators,CHrailroad/Major_Traffic_Generators,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Major_Traffic_Generators/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Major_Traffic_Generators/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Major_Traffic_Generators/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Commuter_Routes,CHrailroad/Rail_Commuter_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Routes/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Routes/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Routes/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Commuter_Stations,CHrailroad/Rail_Commuter_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Stations/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Stations/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Commuter_Stations/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Intercity_Routes,CHrailroad/Rail_Intercity_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Routes/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Routes/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Routes/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Intercity_Stations,CHrailroad/Rail_Intercity_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Stations/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Stations/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Intercity_Stations/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Interstate_Routes,CHrailroad/Rail_Interstate_Routes,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Routes/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Routes/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Routes/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Interstate_Stations,CHrailroad/Rail_Interstate_Stations,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Stations/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Stations/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Interstate_Stations/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Lines_BNSF_UPRR,CHrailroad/Rail_Lines_BNSF_UPRR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Lines_BNSF_UPRR/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Lines_BNSF_UPRR/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Lines_BNSF_UPRR/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Rail_Mileposts,CHrailroad/Rail_Mileposts,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Mileposts/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Mileposts/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Rail_Mileposts/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/CHrailroad/Speeds_by_Route_Time_of_Day,CHrailroad/Speeds_by_Route_Time_of_Day,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Route_Time_of_Day/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Route_Time_of_Day/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Route_Time_of_Day/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,"Provide average transit speeds, number of trips by route-direction.",
arcgis/CHrailroad/Speeds_by_Stop_Segments,CHrailroad/Speeds_by_Stop_Segments,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Stop_Segments/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Stop_Segments/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Speeds_by_Stop_Segments/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,"All day and peak transit 20th, 50th, and 80th percentile speeds on stop segments estimated on a single day for all CA transit operators that provide GTFS real-time vehicle positions data.",
arcgis/CHrailroad/Tunnels,CHrailroad/Tunnels,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Tunnels/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Tunnels/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHrailroad/Tunnels/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/D12/D12_Adopt_a_Highway,D12/D12_Adopt_a_Highway,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Adopt_a_Highway/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Adopt_a_Highway/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Adopt_a_Highway/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/D12/D12_Park_and_Ride,D12/D12_Park_and_Ride,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Park_and_Ride/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Park_and_Ride/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D12/D12_Park_and_Ride/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/D4/D4_Right_of_Way_Boundary,D4/D4_Right_of_Way_Boundary,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D4/D4_Right_of_Way_Boundary/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D4/D4_Right_of_Way_Boundary/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/D4/D4_Right_of_Way_Boundary/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/HQMaint/CEPS,HQMaint/CEPS,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQMaint/CEPS/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQMaint/CEPS/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQMaint/CEPS/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/HQohsip/NF_Facilities,HQohsip/NF_Facilities,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Facilities/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Facilities/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Facilities/MapServer/query"">ArcGIS Query Link</a",,,FALSE,Caltrans,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,"<DIV STYLE=""text-align:Left;font-size:12pt""><DIV><DIV><P><SPAN>This map provides information on officially named freeways; highways; structures such as bridges tunnels, and interchanges; Blue Star Memorial Highways; safety roadside rest areas; and memorial plaques in California that are a part of the California State Highway System. The data is based on the </SPAN><A href=""https://dot.ca.gov/-/media/dot-media/programs/research-innovation-system-information/documents/place-names/web-2020-named-freeways-final-a11y.pdf"" STYLE=""text-decoration:underline;""><SPAN>2020 Named Freeways, Highways, Structures and Other Appurtenances in California</SPAN></A><SPAN> Publication prepared by The California Department of Transportation.</SPAN></P></DIV></DIV></DIV>",
arcgis/HQohsip/NF_Signs,HQohsip/NF_Signs,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Signs/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Signs/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQohsip/NF_Signs/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/HQstatewide/DEA_Adaptation_Priority_Reports,HQstatewide/DEA_Adaptation_Priority_Reports,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Adaptation_Priority_Reports/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Adaptation_Priority_Reports/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Adaptation_Priority_Reports/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch ",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/HQstatewide/DEA_CoSMoS_SLR,HQstatewide/DEA_CoSMoS_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_CoSMoS_SLR/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_CoSMoS_SLR/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_CoSMoS_SLR/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Barnard, P.L., Erikson, L.H., Foxgrover, A.C., Limber, P.L., O'Neill, A.C., and Vitousek, S., 2018, for Coastal Storm Modeling System (CoSMoS) U.S. Geological Survey data release, https://doi.org/10.5066/P9NUO62B.",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/HQstatewide/DEA_Vulnerability_Assessments,HQstatewide/DEA_Vulnerability_Assessments,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Vulnerability_Assessments/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Vulnerability_Assessments/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/DEA_Vulnerability_Assessments/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"Caltrans Division of Transportation Planning, Climate Change Branch",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/HQstatewide/Groundwater_SLR,HQstatewide/Groundwater_SLR,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Groundwater_SLR/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Groundwater_SLR/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Groundwater_SLR/MapServer/query"">ArcGIS Query Link</a",,,FALSE,"U.S. Geological Survey; Befus, K.M., Hoover, D.J., Barnard, P.L., and Erikson, L.H., 2020, Projected responses of the coastal water table for California using present-day and future sea-level rise scenarios: U.S. Geological Survey data release, https://doi.org/10.5066/P9H5PBXP.",,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/HQstatewide/Revised_Viable,HQstatewide/Revised_Viable,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Revised_Viable/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Revised_Viable/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/HQstatewide/Revised_Viable/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/RH/RestAPI,RH/RestAPI,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/RH/RestAPI/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/RH/RestAPI/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/RH/RestAPI/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,True,10000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/SB1/BuildingCA_Projects,SB1/BuildingCA_Projects,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Projects/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Projects/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Projects/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,20000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/SB1/BuildingCA_Reference,SB1/BuildingCA_Reference,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Reference/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Reference/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/BuildingCA_Reference/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/SB1/ePPR_Project_Ref_Layer,SB1/ePPR_Project_Ref_Layer,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/ePPR_Project_Ref_Layer/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/ePPR_Project_Ref_Layer/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/ePPR_Project_Ref_Layer/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/SB1/project_point_single_referenced_pro_2_9_12_20250528,SB1/project_point_single_referenced_pro_2_9_12_20250528,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/project_point_single_referenced_pro_2_9_12_20250528/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/project_point_single_referenced_pro_2_9_12_20250528/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1/project_point_single_referenced_pro_2_9_12_20250528/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/SB1_Test/BuildingCA_Projects_Test,SB1_Test/BuildingCA_Projects_Test,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Projects_Test/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Projects_Test/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Projects_Test/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,4000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/SB1_Test/BuildingCA_Reference_Test,SB1_Test/BuildingCA_Reference_Test,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Reference_Test/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Reference_Test/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/BuildingCA_Reference_Test/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
arcgis/SB1_Test/Test_ePPR_Project_Ref_Layer,SB1_Test/Test_ePPR_Project_Ref_Layer,"<a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/Test_ePPR_Project_Ref_Layer/MapServer"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/Test_ePPR_Project_Ref_Layer/MapServer&source=sd"">ArcGIS Map Link</a><br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/SB1_Test/Test_ePPR_Project_Ref_Layer/MapServer/query"">ArcGIS Query Link</a",,,FALSE,,,2000,,"JSON, geoJSON, PBF",True,,esriMeters,,
